order_id,customer_id,salesperson_id,order_date,order_status,payment_method,delivery_region,total_items,total_gross,total_discount,total_net,total_cogs,total_profit,first_name,last_name,customer_region,city,gender,age,salesperson_name,order_year,order_month,order_month_name,order_quarter,order_day_of_week,order_hour,is_weekend,is_returned,is_completed,is_high_value,age_group,order_tier,processed_at
8048,42,16,2024-03-22 12:50:00,Returned,Cash,Northern,4,397.24,21.09,376.15,249.22,126.93,Akosua,Darko,Northern,Savelugu,F,56,Akua Bonsu,2024,3,March,1,Friday,12,False,True,False,False,55+,Small,2026-04-08 09:31:11.149366
8068,499,20,2023-05-19 16:46:00,Returned,POS Card,Northern,4,1296.1,93.91,1202.19,826.48,375.71,Kwame,Mensah,Northern,Tamale,M,27,Abla Dziedzic,2023,5,May,2,Friday,16,False,True,False,False,26-35,Large,2026-04-08 09:31:11.149366
8084,377,7,2024-10-26 20:46:00,Returned,POS Card,Volta,7,498.96,0.0,498.96,317.12,181.84,Kofi,Tetteh,Western,Axim,M,59,Kweku Adjei,2024,10,October,4,Saturday,20,True,True,False,False,55+,Small,2026-04-08 09:31:11.149366
8094,78,4,2024-04-04 13:31:00,Returned,Cash,Eastern,5,524.93,17.46,507.47,321.51,185.96,Fiifi,Darko,Central,Winneba,M,41,Akosua Darko,2024,4,April,2,Thursday,13,False,True,False,False,36-45,Medium,2026-04-08 09:31:11.149366
8117,259,10,2023-11-10 12:11:00,Returned,Mobile Money,Eastern,4,271.1,12.99,258.11,172.5,85.61,Efua,Sarpong,Volta,Keta,F,38,Adwoa Sarpong,2023,11,November,4,Friday,12,False,True,False,False,36-45,Small,2026-04-08 09:31:11.149366
8269,177,7,2023-02-23 19:52:00,Returned,Credit,Volta,3,1151.16,172.67,978.49,820.77,157.72,Adjoa,Darko,Ashanti,Konongo,F,23,Kweku Adjei,2023,2,February,1,Thursday,19,False,True,False,False,18-25,Medium,2026-04-08 09:31:11.149366
8293,482,14,2024-01-24 13:54:00,Returned,Credit,Greater Accra,1,105.25,0.0,105.25,76.67,28.58,Esi,Sarpong,Eastern,Koforidua,F,39,Maame Asare,2024,1,January,1,Wednesday,13,False,True,False,False,36-45,Small,2026-04-08 09:31:11.149366
8294,377,5,2024-10-17 16:51:00,Returned,Bank Transfer,Northern,1,105.25,10.52,94.73,76.67,18.06,Kofi,Tetteh,Western,Axim,M,59,Yaw Amoah,2024,10,October,4,Thursday,16,False,True,False,False,55+,Micro,2026-04-08 09:31:11.149366
8344,200,4,2023-11-11 19:49:00,Returned,Cash,Eastern,11,3161.71,110.89,3050.82,2290.92,759.9,Akua,Turkson,Ashanti,Konongo,F,40,Akosua Darko,2023,11,November,4,Saturday,19,True,True,False,False,36-45,Large,2026-04-08 09:31:11.149366
8372,476,14,2024-10-05 13:12:00,Returned,Cash,Volta,8,3286.18,161.83,3124.35,1997.71,1126.64,Araba,Ofori,Northern,Tamale,F,39,Maame Asare,2024,10,October,4,Saturday,13,True,True,False,False,36-45,Large,2026-04-08 09:31:11.149366
8395,358,4,2024-11-22 12:04:00,Returned,Credit,Greater Accra,6,1532.78,23.81,1508.97,965.02,543.95,Abena,Frimpong,Ashanti,Ejisu,F,53,Akosua Darko,2024,11,November,4,Friday,12,False,True,False,False,46-55,Large,2026-04-08 09:31:11.149366
8424,403,19,2023-09-13 21:21:00,Returned,Credit,Northern,7,544.12,69.74,474.38,324.54,149.84,Kwabena,Mensah,Volta,Aflao,M,51,Yoofi Agyeman,2023,9,September,3,Wednesday,21,False,True,False,False,46-55,Small,2026-04-08 09:31:11.149366
8425,50,9,2023-06-16 15:37:00,Returned,Credit,Greater Accra,4,362.0,0.0,362.0,257.12,104.88,Kojo,Owusu,Volta,Ho,M,32,Kojo Frimpong,2023,6,June,2,Friday,15,False,True,False,False,26-35,Small,2026-04-08 09:31:11.149366
8429,263,15,2024-07-23 11:55:00,Returned,Credit,Eastern,1,90.5,4.53,85.97,64.28,21.69,Ama,Darko,Central,Winneba,F,32,Kwabena Ofori,2024,7,July,3,Tuesday,11,False,True,False,False,26-35,Micro,2026-04-08 09:31:11.149366
8431,24,12,2024-11-16 21:28:00,Returned,Mobile Money,Northern,4,471.88,23.59,448.29,305.6,142.69,Kweku,Boateng,Western,Takoradi,M,55,Araba Quaye,2024,11,November,4,Saturday,21,True,True,False,False,46-55,Small,2026-04-08 09:31:11.149366
8433,265,6,2024-10-04 15:01:00,Returned,Cash,Ashanti,6,770.49,0.0,770.49,482.49,288.0,Kwadwo,Acheampong,Eastern,Nkawkaw,M,59,Ama Owusu,2024,10,October,4,Friday,15,False,True,False,False,55+,Medium,2026-04-08 09:31:11.149366
8453,178,17,2024-07-22 16:13:00,Returned,Mobile Money,Volta,7,1839.16,252.23,1586.93,1162.13,424.8,Adjoa,Sarpong,Northern,Yendi,F,22,Kwadwo Appiah,2024,7,July,3,Monday,16,False,True,False,False,18-25,Large,2026-04-08 09:31:11.149366
8457,484,4,2023-12-10 14:49:00,Returned,Mobile Money,Volta,11,683.74,41.44,642.3,486.7,155.6,Kwabena,Asante,Greater Accra,Madina,M,54,Akosua Darko,2023,12,December,4,Sunday,14,True,True,False,False,46-55,Medium,2026-04-08 09:31:11.149366
8477,100,13,2024-02-29 08:26:00,Returned,POS Card,Northern,4,2029.84,0.0,2029.84,1236.3,793.54,Edem,Adjei,Northern,Tamale,M,28,Fiifi Turkson,2024,2,February,1,Thursday,8,False,True,False,False,26-35,Large,2026-04-08 09:31:11.149366
8494,146,8,2023-11-14 13:41:00,Returned,Cash,Central,8,1927.2,115.97,1811.23,1346.96,464.27,Dela,Quaye,Ashanti,Konongo,M,24,Efua Ansah,2023,11,November,4,Tuesday,13,False,True,False,False,18-25,Large,2026-04-08 09:31:11.149366
8508,201,1,2023-08-21 17:30:00,Returned,POS Card,Northern,6,9334.26,65.42,9268.84,6442.38,2826.46,Kwadwo,Asante,Eastern,Suhum,M,41,Kwame Asante,2023,8,August,3,Monday,17,False,True,False,True,36-45,Enterprise,2026-04-08 09:31:11.149366
8518,316,18,2024-11-28 09:54:00,Returned,Mobile Money,Northern,7,365.58,36.56,329.02,253.96,75.06,Adwoa,Asante,Greater Accra,Kasoa,F,29,Esi Tetteh,2024,11,November,4,Thursday,9,False,True,False,False,26-35,Small,2026-04-08 09:31:11.149366
8524,486,14,2024-05-24 14:55:00,Returned,POS Card,Central,7,1333.93,0.0,1333.93,934.83,399.1,Araba,Mensah,Greater Accra,Achimota,F,18,Maame Asare,2024,5,May,2,Friday,14,False,True,False,False,18-25,Large,2026-04-08 09:31:11.149366
8607,92,7,2024-05-01 10:32:00,Returned,Cash,Volta,2,132.72,6.64,126.08,94.68,31.4,Dela,Asare,Volta,Hohoe,M,35,Kweku Adjei,2024,5,May,2,Wednesday,10,False,True,False,False,26-35,Small,2026-04-08 09:31:11.149366
8638,492,13,2024-11-06 11:51:00,Returned,Cash,Central,1,357.0,0.0,357.0,250.49,106.51,Kofi,Quaye,Northern,Savelugu,M,52,Fiifi Turkson,2024,11,November,4,Wednesday,11,False,True,False,False,46-55,Small,2026-04-08 09:31:11.149366
8684,2,18,2023-11-14 21:54:00,Returned,Bank Transfer,Eastern,4,351.4,0.0,351.4,221.4,130.0,Yoofi,Bonsu,Greater Accra,Accra,M,50,Esi Tetteh,2023,11,November,4,Tuesday,21,False,True,False,False,46-55,Small,2026-04-08 09:31:11.149366
8687,404,2,2023-07-26 13:23:00,Returned,Bank Transfer,Volta,1,36.22,0.0,36.22,22.32,13.9,Kwadwo,Acheampong,Greater Accra,Tema,M,20,Abena Mensah,2023,7,July,3,Wednesday,13,False,True,False,False,18-25,Micro,2026-04-08 09:31:11.149366
8688,324,13,2023-04-17 13:59:00,Returned,Cash,Ashanti,3,178.59,17.86,160.73,133.29,27.44,Akua,Frimpong,Greater Accra,Tema,F,46,Fiifi Turkson,2023,4,April,2,Monday,13,False,True,False,False,46-55,Small,2026-04-08 09:31:11.149366
8698,413,6,2024-01-08 11:20:00,Returned,Cash,Greater Accra,8,5288.97,248.07,5040.9,3237.74,1803.16,Kwadwo,Appiah,Central,Winneba,M,26,Ama Owusu,2024,1,January,1,Monday,11,False,True,False,True,26-35,Enterprise,2026-04-08 09:31:11.149366
8706,142,18,2023-12-17 09:17:00,Returned,Bank Transfer,Volta,1,436.14,21.81,414.33,240.96,173.37,Yoofi,Asare,Western,Tarkwa,M,62,Esi Tetteh,2023,12,December,4,Sunday,9,True,True,False,False,55+,Small,2026-04-08 09:31:11.149366
8765,320,15,2023-02-16 07:36:00,Returned,Bank Transfer,Central,1,87.85,0.0,87.85,55.35,32.5,Kwabena,Dziedzic,Volta,Aflao,M,46,Kwabena Ofori,2023,2,February,1,Thursday,7,False,True,False,False,46-55,Micro,2026-04-08 09:31:11.149366
8792,105,1,2024-12-31 11:34:00,Returned,Bank Transfer,Central,4,392.32,0.0,392.32,252.6,139.72,Maame,Darko,Eastern,Suhum,F,50,Kwame Asante,2024,12,December,4,Tuesday,11,False,True,False,False,46-55,Small,2026-04-08 09:31:11.149366
8804,131,15,2023-09-20 21:36:00,Returned,Mobile Money,Ashanti,3,2610.67,0.0,2610.67,1595.27,1015.4,Akua,Agyeman,Western,Prestea,F,37,Kwabena Ofori,2023,9,September,3,Wednesday,21,False,True,False,False,36-45,Large,2026-04-08 09:31:11.149366
8851,3,2,2024-09-25 18:11:00,Returned,Cash,Ashanti,1,2675.28,267.53,2407.75,1906.5,501.25,Nana,Adjei,Northern,Savelugu,M,32,Abena Mensah,2024,9,September,3,Wednesday,18,False,True,False,False,26-35,Large,2026-04-08 09:31:11.149366
8867,181,20,2023-11-19 11:13:00,Returned,Credit,Central,8,4822.92,0.0,4822.92,3028.16,1794.76,Maame,Agyeman,Volta,Aflao,F,58,Abla Dziedzic,2023,11,November,4,Sunday,11,True,True,False,True,55+,Large,2026-04-08 09:31:11.149366
8890,259,4,2023-07-01 11:14:00,Returned,Bank Transfer,Volta,10,2071.21,239.49,1831.72,1479.99,351.73,Efua,Sarpong,Volta,Keta,F,38,Akosua Darko,2023,7,July,3,Saturday,11,True,True,False,False,36-45,Large,2026-04-08 09:31:11.149366
8954,332,15,2024-12-18 08:46:00,Returned,Credit,Central,2,181.0,0.0,181.0,128.56,52.44,Adwoa,Acheampong,Central,Winneba,F,43,Kwabena Ofori,2024,12,December,4,Wednesday,8,False,True,False,False,36-45,Small,2026-04-08 09:31:11.149366
8957,11,7,2024-07-16 09:36:00,Returned,Bank Transfer,Northern,5,582.05,0.0,582.05,351.35,230.7,Araba,Frimpong,Northern,Savelugu,F,21,Kweku Adjei,2024,7,July,3,Tuesday,9,False,True,False,False,18-25,Medium,2026-04-08 09:31:11.149366
8958,257,2,2024-02-03 18:54:00,Returned,Credit,Central,7,929.77,8.22,921.55,600.95,320.6,Esi,Ofori,Western,Tarkwa,F,52,Abena Mensah,2024,2,February,1,Saturday,18,True,True,False,False,46-55,Medium,2026-04-08 09:31:11.149366
8974,91,17,2023-08-08 17:12:00,Returned,Bank Transfer,Ashanti,1,59.53,8.93,50.6,44.43,6.17,Adwoa,Sarpong,Western,Tarkwa,F,38,Kwadwo Appiah,2023,8,August,3,Tuesday,17,False,True,False,False,36-45,Micro,2026-04-08 09:31:11.149366
8991,87,15,2024-01-24 19:06:00,Returned,Credit,Central,3,315.75,0.0,315.75,230.01,85.74,Akua,Dziedzic,Northern,Yendi,F,30,Kwabena Ofori,2024,1,January,1,Wednesday,19,False,True,False,False,26-35,Small,2026-04-08 09:31:11.149366
8999,22,16,2024-09-12 19:32:00,Returned,POS Card,Central,7,640.14,0.0,640.14,404.03,236.11,Ato,Acheampong,Central,Winneba,M,31,Akua Bonsu,2024,9,September,3,Thursday,19,False,True,False,False,26-35,Medium,2026-04-08 09:31:11.149366
9113,60,12,2023-05-17 20:56:00,Returned,Bank Transfer,Central,3,1071.0,0.0,1071.0,751.47,319.53,Maame,Adjei,Central,Mankessim,F,36,Araba Quaye,2023,5,May,2,Wednesday,20,False,True,False,False,36-45,Large,2026-04-08 09:31:11.149366
9114,457,6,2023-07-27 14:20:00,Returned,Mobile Money,Central,7,1777.4,101.14,1676.26,1055.08,621.18,Abla,Dziedzic,Eastern,Koforidua,F,27,Ama Owusu,2023,7,July,3,Thursday,14,False,True,False,False,26-35,Large,2026-04-08 09:31:11.149366
9127,149,20,2023-02-02 09:51:00,Returned,POS Card,Central,12,10733.3,52.62,10680.68,6727.44,3953.24,Yaw,Agyeman,Ashanti,Kumasi,M,32,Abla Dziedzic,2023,2,February,1,Thursday,9,False,True,False,True,26-35,Enterprise,2026-04-08 09:31:11.149366
9144,494,7,2023-09-04 12:48:00,Returned,Credit,Central,2,214.2,0.0,214.2,135.64,78.56,Kwadwo,Appiah,Eastern,Koforidua,M,62,Kweku Adjei,2023,9,September,3,Monday,12,False,True,False,False,55+,Small,2026-04-08 09:31:11.149366
9193,365,9,2024-10-13 07:20:00,Returned,Cash,Eastern,6,2196.76,66.19,2130.57,1488.04,642.53,Dela,Amoah,Ashanti,Obuasi,M,61,Kojo Frimpong,2024,10,October,4,Sunday,7,True,True,False,False,55+,Large,2026-04-08 09:31:11.149366
9198,55,8,2024-09-26 10:06:00,Returned,Cash,Central,5,310.37,24.54,285.83,183.76,102.07,Dela,Bonsu,Greater Accra,Achimota,M,41,Efua Ansah,2024,9,September,3,Thursday,10,False,True,False,False,36-45,Small,2026-04-08 09:31:11.149366
9236,134,2,2023-03-14 21:43:00,Returned,POS Card,Northern,5,1313.65,0.0,1313.65,834.45,479.2,Adjoa,Sarpong,Volta,Hohoe,F,58,Abena Mensah,2023,3,March,1,Tuesday,21,False,True,False,False,55+,Large,2026-04-08 09:31:11.149366
9238,412,9,2024-03-10 14:43:00,Returned,Mobile Money,Northern,5,181.1,18.11,162.99,111.6,51.39,Kwabena,Ofori,Central,Cape Coast,M,29,Kojo Frimpong,2024,3,March,1,Sunday,14,True,True,False,False,26-35,Small,2026-04-08 09:31:11.149366
9248,474,16,2023-10-21 17:38:00,Returned,Bank Transfer,Ashanti,4,699.78,36.35,663.43,437.38,226.05,Efua,Amoah,Central,Winneba,F,60,Akua Bonsu,2023,10,October,4,Saturday,17,True,True,False,False,55+,Medium,2026-04-08 09:31:11.149366
9294,464,10,2023-06-30 10:55:00,Returned,Cash,Greater Accra,3,502.91,18.86,484.05,323.02,161.03,Kwame,Appiah,Greater Accra,Kasoa,M,41,Adwoa Sarpong,2023,6,June,2,Friday,10,False,True,False,False,36-45,Small,2026-04-08 09:31:11.149366
9296,229,19,2023-02-01 11:41:00,Returned,Cash,Central,2,1064.38,0.0,1064.38,792.64,271.74,Yoofi,Boateng,Greater Accra,Kasoa,M,51,Yoofi Agyeman,2023,2,February,1,Wednesday,11,False,True,False,False,46-55,Large,2026-04-08 09:31:11.149366
9306,10,7,2023-09-02 15:00:00,Returned,Credit,Northern,4,428.4,42.84,385.56,271.28,114.28,Afia,Boateng,Central,Winneba,F,28,Kweku Adjei,2023,9,September,3,Saturday,15,True,True,False,False,26-35,Small,2026-04-08 09:31:11.149366
9372,288,16,2024-10-16 07:11:00,Returned,Bank Transfer,Ashanti,5,439.25,0.0,439.25,276.75,162.5,Efua,Darko,Greater Accra,Madina,F,31,Akua Bonsu,2024,10,October,4,Wednesday,7,False,True,False,False,26-35,Small,2026-04-08 09:31:11.149366
9389,477,16,2023-12-08 10:19:00,Returned,Bank Transfer,Western,6,483.28,23.34,459.94,322.33,137.61,Ato,Asare,Northern,Yendi,M,37,Akua Bonsu,2023,12,December,4,Friday,10,False,True,False,False,36-45,Small,2026-04-08 09:31:11.149366
9422,117,11,2023-07-24 13:25:00,Returned,Mobile Money,Eastern,5,67.9,0.0,67.9,38.9,29.0,Selorm,Dziedzic,Central,Winneba,M,39,Nana Acheampong,2023,7,July,3,Monday,13,False,True,False,False,36-45,Micro,2026-04-08 09:31:11.149366
9433,116,8,2023-01-25 19:17:00,Returned,POS Card,Western,4,989.56,87.32,902.24,558.52,343.72,Araba,Acheampong,Eastern,Nkawkaw,F,42,Efua Ansah,2023,1,January,1,Wednesday,19,False,True,False,False,36-45,Medium,2026-04-08 09:31:11.149366
9446,497,20,2023-06-07 21:46:00,Returned,Credit,Northern,5,205.4,20.54,184.86,116.05,68.81,Yoofi,Adjei,Volta,Keta,M,63,Abla Dziedzic,2023,6,June,2,Wednesday,21,False,True,False,False,55+,Small,2026-04-08 09:31:11.149366
9471,206,13,2024-04-03 16:30:00,Returned,Mobile Money,Eastern,4,471.88,0.0,471.88,305.6,166.28,Akosua,Darko,Volta,Aflao,F,58,Fiifi Turkson,2024,4,April,2,Wednesday,16,False,True,False,False,55+,Small,2026-04-08 09:31:11.149366
9492,109,9,2024-12-12 20:39:00,Returned,Credit,Western,3,178.59,0.0,178.59,133.29,45.3,Akua,Bonsu,Western,Axim,F,39,Kojo Frimpong,2024,12,December,4,Thursday,20,False,True,False,False,36-45,Small,2026-04-08 09:31:11.149366
9498,465,7,2024-07-13 13:11:00,Returned,Bank Transfer,Northern,4,1056.5,29.1,1027.4,670.86,356.54,Esi,Ofori,Northern,Tamale,F,41,Kweku Adjei,2024,7,July,3,Saturday,13,True,True,False,False,36-45,Large,2026-04-08 09:31:11.149366
9534,27,18,2024-05-23 14:31:00,Returned,Credit,Ashanti,1,291.05,43.66,247.39,162.75,84.64,Dela,Agyeman,Central,Mankessim,M,30,Esi Tetteh,2024,5,May,2,Thursday,14,False,True,False,False,26-35,Small,2026-04-08 09:31:11.149366
9560,46,10,2024-04-17 15:49:00,Returned,POS Card,Ashanti,6,605.02,0.0,605.02,404.02,201.0,Nana,Asante,Volta,Keta,M,45,Adwoa Sarpong,2024,4,April,2,Wednesday,15,False,True,False,False,36-45,Medium,2026-04-08 09:31:11.149366
9586,178,13,2023-05-05 09:54:00,Returned,Mobile Money,Eastern,4,471.88,0.0,471.88,305.6,166.28,Adjoa,Sarpong,Northern,Yendi,F,22,Fiifi Turkson,2023,5,May,2,Friday,9,False,True,False,False,18-25,Small,2026-04-08 09:31:11.149366
9614,56,11,2024-03-20 18:55:00,Returned,POS Card,Greater Accra,3,844.83,0.0,844.83,492.39,352.44,Akosua,Tetteh,Central,Assin Fosu,F,50,Nana Acheampong,2024,3,March,1,Wednesday,18,False,True,False,False,46-55,Medium,2026-04-08 09:31:11.149366
9620,375,5,2023-06-03 14:38:00,Returned,POS Card,Eastern,6,1397.02,116.42,1280.6,791.54,489.06,Yoofi,Ansah,Central,Mankessim,M,25,Yaw Amoah,2023,6,June,2,Saturday,14,True,True,False,False,18-25,Large,2026-04-08 09:31:11.149366
9641,298,17,2023-06-28 11:12:00,Returned,Cash,Eastern,2,767.44,76.74,690.7,547.18,143.52,Sena,Boateng,Ashanti,Obuasi,M,37,Kwadwo Appiah,2023,6,June,2,Wednesday,11,False,True,False,False,36-45,Medium,2026-04-08 09:31:11.149366
9652,471,10,2024-06-03 17:00:00,Returned,Mobile Money,Ashanti,1,41.08,4.11,36.97,23.21,13.76,Adjoa,Quaye,Eastern,Suhum,F,61,Adwoa Sarpong,2024,6,June,2,Monday,17,False,True,False,False,55+,Micro,2026-04-08 09:31:11.149366
9660,492,5,2024-12-20 09:10:00,Returned,Mobile Money,Volta,2,189.46,0.0,189.46,128.58,60.88,Kofi,Quaye,Northern,Savelugu,M,52,Yaw Amoah,2024,12,December,4,Friday,9,False,True,False,False,46-55,Small,2026-04-08 09:31:11.149366
9671,258,1,2024-02-06 12:54:00,Returned,POS Card,Volta,3,266.73,0.0,266.73,192.72,74.01,Afua,Frimpong,Central,Mankessim,F,53,Kwame Asante,2024,2,February,1,Tuesday,12,False,True,False,False,46-55,Small,2026-04-08 09:31:11.149366
9712,166,10,2024-09-24 08:12:00,Returned,Cash,Central,7,504.85,11.91,492.94,370.44,122.5,Abena,Owusu,Volta,Hohoe,F,22,Adwoa Sarpong,2024,9,September,3,Tuesday,8,False,True,False,False,18-25,Small,2026-04-08 09:31:11.149366
9759,455,1,2024-03-08 13:52:00,Returned,Cash,Volta,10,4265.4,4.13,4261.27,2783.95,1477.32,Akosua,Bonsu,Ashanti,Obuasi,F,24,Kwame Asante,2024,3,March,1,Friday,13,False,True,False,True,18-25,Large,2026-04-08 09:31:11.149366
9803,490,12,2024-11-30 07:06:00,Returned,Credit,Western,3,472.88,0.0,472.88,294.29,178.59,Araba,Amoah,Western,Prestea,F,43,Araba Quaye,2024,11,November,4,Saturday,7,True,True,False,False,36-45,Small,2026-04-08 09:31:11.149366
9824,442,13,2023-01-12 18:59:00,Returned,Credit,Eastern,9,320.67,11.91,308.76,226.82,81.94,Kwabena,Adjei,Ashanti,Konongo,M,60,Fiifi Turkson,2023,1,January,1,Thursday,18,False,True,False,False,55+,Small,2026-04-08 09:31:11.149366
9825,422,7,2024-11-07 15:19:00,Returned,POS Card,Ashanti,4,245.4,0.0,245.4,141.76,103.64,Akua,Agyeman,Central,Assin Fosu,F,19,Kweku Adjei,2024,11,November,4,Thursday,15,False,True,False,False,18-25,Small,2026-04-08 09:31:11.149366
9843,387,19,2023-08-08 08:28:00,Returned,Mobile Money,Eastern,2,82.16,0.0,82.16,46.42,35.74,Esi,Sarpong,Northern,Savelugu,F,62,Yoofi Agyeman,2023,8,August,3,Tuesday,8,False,True,False,False,55+,Micro,2026-04-08 09:31:11.149366
9854,214,17,2023-04-24 13:04:00,Returned,Credit,Northern,5,1785.0,0.0,1785.0,1252.45,532.55,Edem,Adjei,Western,Axim,M,35,Kwadwo Appiah,2023,4,April,2,Monday,13,False,True,False,False,26-35,Large,2026-04-08 09:31:11.149366
9894,486,10,2023-03-09 20:55:00,Returned,Mobile Money,Western,7,378.27,9.41,368.86,253.99,114.87,Araba,Mensah,Greater Accra,Achimota,F,18,Adwoa Sarpong,2023,3,March,1,Thursday,20,False,True,False,False,18-25,Small,2026-04-08 09:31:11.149366
9914,353,2,2023-09-19 12:50:00,Returned,Credit,Volta,2,24.74,1.24,23.5,16.06,7.44,Nana,Ofori,Eastern,Nkawkaw,M,29,Abena Mensah,2023,9,September,3,Tuesday,12,False,True,False,False,26-35,Micro,2026-04-08 09:31:11.149366
9953,40,8,2024-04-19 17:35:00,Returned,POS Card,Volta,5,1845.8,0.0,1845.8,1050.35,795.45,Ama,Quaye,Greater Accra,Tema,F,46,Efua Ansah,2024,4,April,2,Friday,17,False,True,False,False,46-55,Large,2026-04-08 09:31:11.149366
9993,414,3,2023-05-01 10:51:00,Returned,Cash,Volta,3,271.5,0.0,271.5,192.84,78.66,Kwame,Asante,Volta,Hohoe,M,41,Kofi Boateng,2023,5,May,2,Monday,10,False,True,False,False,36-45,Small,2026-04-08 09:31:11.149366
9996,304,9,2023-07-02 08:21:00,Returned,Bank Transfer,Ashanti,5,413.3,0.0,413.3,278.31,134.99,Kwadwo,Agyeman,Volta,Hohoe,M,34,Kojo Frimpong,2023,7,July,3,Sunday,8,True,True,False,False,26-35,Small,2026-04-08 09:31:11.149366
10007,290,9,2023-03-05 14:55:00,Returned,Credit,Ashanti,7,1432.42,148.68,1283.74,854.32,429.42,Kwadwo,Appiah,Ashanti,Obuasi,M,36,Kojo Frimpong,2023,3,March,1,Sunday,14,True,True,False,False,36-45,Large,2026-04-08 09:31:11.149366
10061,171,8,2024-05-29 11:58:00,Returned,Mobile Money,Greater Accra,4,355.64,0.0,355.64,256.96,98.68,Esi,Sarpong,Greater Accra,Tema,F,18,Efua Ansah,2024,5,May,2,Wednesday,11,False,True,False,False,18-25,Small,2026-04-08 09:31:11.149366
10089,367,14,2024-07-13 12:26:00,Returned,Credit,Greater Accra,1,12.37,0.0,12.37,8.03,4.34,Ato,Boateng,Eastern,Suhum,M,49,Maame Asare,2024,7,July,3,Saturday,12,True,True,False,False,46-55,Micro,2026-04-08 09:31:11.149366
10110,404,19,2024-06-03 12:20:00,Returned,Cash,Eastern,13,14582.9,501.94,14080.96,10152.98,3927.98,Kwadwo,Acheampong,Greater Accra,Tema,M,20,Yoofi Agyeman,2024,6,June,2,Monday,12,False,True,False,True,18-25,Enterprise,2026-04-08 09:31:11.149366
10145,121,1,2023-06-03 07:30:00,Returned,Credit,Western,3,3257.38,0.0,3257.38,2232.0,1025.38,Kwabena,Acheampong,Northern,Yendi,M,49,Kwame Asante,2023,6,June,2,Saturday,7,True,True,False,False,46-55,Large,2026-04-08 09:31:11.149366
10148,357,14,2023-11-19 21:55:00,Returned,Mobile Money,Central,3,992.82,0.0,992.82,590.52,402.3,Araba,Appiah,Eastern,Nkawkaw,F,32,Maame Asare,2023,11,November,4,Sunday,21,True,True,False,False,26-35,Medium,2026-04-08 09:31:11.149366
10185,488,4,2023-02-25 15:11:00,Returned,Bank Transfer,Northern,8,1387.23,0.0,1387.23,879.4,507.83,Adwoa,Amoah,Greater Accra,Madina,F,28,Akosua Darko,2023,2,February,1,Saturday,15,True,True,False,False,26-35,Large,2026-04-08 09:31:11.149366
10224,148,20,2023-05-18 17:31:00,Returned,Cash,Northern,4,378.92,18.95,359.97,257.16,102.81,Ato,Adjei,Northern,Savelugu,M,39,Abla Dziedzic,2023,5,May,2,Thursday,17,False,True,False,False,36-45,Small,2026-04-08 09:31:11.149366
10248,388,11,2024-06-01 14:28:00,Returned,Credit,Western,1,66.36,0.0,66.36,47.34,19.02,Akosua,Asare,Central,Winneba,F,23,Nana Acheampong,2024,6,June,2,Saturday,14,True,True,False,False,18-25,Micro,2026-04-08 09:31:11.149366
10323,311,12,2023-09-21 18:15:00,Returned,Bank Transfer,Volta,9,13008.86,14.2,12994.66,7939.91,5054.75,Selorm,Darko,Central,Winneba,M,34,Araba Quaye,2023,9,September,3,Thursday,18,False,True,False,True,26-35,Enterprise,2026-04-08 09:31:11.149366
10352,28,16,2024-02-29 18:03:00,Returned,POS Card,Greater Accra,1,201.15,0.0,201.15,125.02,76.13,Kofi,Bonsu,Western,Prestea,M,61,Akua Bonsu,2024,2,February,1,Thursday,18,False,True,False,False,55+,Small,2026-04-08 09:31:11.149366
10360,469,20,2023-07-02 09:31:00,Returned,Cash,Greater Accra,2,210.5,31.58,178.92,153.34,25.58,Kojo,Bonsu,Central,Cape Coast,M,26,Abla Dziedzic,2023,7,July,3,Sunday,9,True,True,False,False,26-35,Small,2026-04-08 09:31:11.149366
10370,263,3,2023-12-15 21:41:00,Returned,Cash,Eastern,6,4271.76,627.43,3644.33,2799.09,845.24,Ama,Darko,Central,Winneba,F,32,Kofi Boateng,2023,12,December,4,Friday,21,False,True,False,False,26-35,Large,2026-04-08 09:31:11.149366
10375,317,18,2024-02-17 18:11:00,Returned,Bank Transfer,Western,1,41.08,4.11,36.97,23.21,13.76,Abena,Adjei,Central,Winneba,F,37,Esi Tetteh,2024,2,February,1,Saturday,18,True,True,False,False,36-45,Micro,2026-04-08 09:31:11.149366
10392,451,3,2024-09-24 16:27:00,Returned,Cash,Ashanti,5,117.6,0.0,117.6,76.4,41.2,Nana,Agyeman,Central,Winneba,M,28,Kofi Boateng,2024,9,September,3,Tuesday,16,False,True,False,False,26-35,Small,2026-04-08 09:31:11.149366
10397,123,12,2023-09-02 11:52:00,Returned,Mobile Money,Ashanti,4,282.32,14.12,268.2,177.0,91.2,Abena,Amoah,Eastern,Nkawkaw,F,39,Araba Quaye,2023,9,September,3,Saturday,11,True,True,False,False,36-45,Small,2026-04-08 09:31:11.149366
10433,469,3,2023-08-25 11:28:00,Returned,POS Card,Volta,3,2509.71,0.0,2509.71,1640.91,868.8,Kojo,Bonsu,Central,Cape Coast,M,26,Kofi Boateng,2023,8,August,3,Friday,11,False,True,False,False,26-35,Large,2026-04-08 09:31:11.149366
